 DlrZipToPmaId | ZipCd | DealerCd1 | DealerCd2 | DealerCd3 
15003|35173|AL034|AL037|AL030
14995|35148|AL032|AL037|AL034
15005|35176|AL034|AL037|AL030
15076|35296|AL030|AL037|AL034
15051|35238|AL030|AL037|AL034
15052|35242|AL030|AL037|AL034
15053|35243|AL030|AL037|AL034
15054|35244|AL030|AL037|AL034
15061|35260|AL030|AL037|AL034
15062|35261|AL034|AL037|AL030
15063|35266|AL030|AL037|AL034
15048|35235|AL034|AL037|AL030
15049|35236|AL030|AL037|AL034
15043|35229|AL030|AL037|AL034
15036|35220|AL034|AL037|AL030
15041|35226|AL030|AL037|AL034
15031|35215|AL034|AL037|AL030
15032|35216|AL030|AL037|AL034
15033|35217|AL034|AL037|AL030
15135|35549|AL032|AL037|AL009
15136|35550|AL032|AL037|AL030
15123|35501|AL032|AL037|AL034
15124|35502|AL032|AL037|AL034
15125|35503|AL032|AL037|AL034
15126|35504|AL032|AL037|AL034
15163|35587|AL032|AL037|AL009
15160|35584|AL032|AL037|AL034
15150|35573|AL032|AL037|AL009
15143|35560|AL032|AL037|AL030
15156|35579|AL032|AL037|AL009
15157|35580|AL032|AL037|AL030
14907|35007|AL030|AL037|AL034
14904|35004|AL034|AL037|AL030
14912|35015|AL034|AL037|AL030
14921|35033|AL032|AL037|AL034
14917|35022|AL030|AL037|AL034
14932|35048|AL034|AL037|AL030
14937|35054|AL034|AL037|AL030
14934|35051|AL030|AL037|AL034
14935|35052|AL034|AL037|AL030
14925|35038|AL032|AL037|AL030
14926|35040|AL030|AL037|AL034
14928|35043|AL030|AL037|AL034
14956|35080|AL030|AL037|AL034
14944|35062|AL032|AL037|AL034
14945|35063|AL032|AL037|AL034
15154|35577|AL032|AL038|AL031
15152|35575|AL032|AL038|AL031
15147|35570|MS038|AL038|MS026
15137|35551|AL032|AL038|AL031
15134|35548|AL032|AL038|MS026
15190|35643|AL031|AL038|AL020
15196|35650|AL031|AL038|AL020
16425|38456|TN052|AL038|TN046
16394|38368|TN053|AL038|TN052
16396|38370|TN053|AL038|TN052
16397|38371|TN053|AL038|TN052
16399|38374|TN053|AL038|TN052
16401|38376|TN053|AL038|MS038
16404|38379|TN053|AL038|MS038
16360|38327|TN053|AL038|MS038
16365|38332|TN053|AL038|TN049
16367|38334|TN053|AL038|TN049
16377|38345|TN053|AL038|TN049
16381|38351|TN053|AL038|TN052
16379|38347|TN053|AL038|TN049
16385|38357|TN053|AL038|MS038
16387|38359|TN053|AL038|MS038
16388|38361|TN053|AL038|MS038
16432|38464|TN052|AL038|AL031
16437|38473|AL031|AL038|AL020
16348|38310|TN053|AL038|MS038
16349|38311|TN053|AL038|TN052
16615|38824|MS038|AL038|MS026
16618|38827|MS038|AL038|AL031
16622|38834|MS038|AL038|TN053
16623|38835|MS038|AL038|TN053
16624|38838|MS038|AL038|MS026
16620|38829|MS038|AL038|TN053
16632|38849|MS038|AL038|MS026
16636|38855|MS038|AL038|MS026
16637|38856|MS038|AL038|MS026
16640|38859|MS038|AL038|MS026
16645|38865|MS038|AL038|TN053
16629|38846|MS038|AL038|TN053
16630|38847|MS038|AL038|MS026
16654|38876|MS038|AL038|MS026
16658|38880|MS038|AL038|MS026
27565|63822|MO044|AR014|KY020
27573|63830|TN053|AR014|TN049
27583|63848|MO044|AR014|TN053
27593|63863|MO044|AR014|KY020
27599|63873|MO044|AR014|TN053
27600|63874|MO044|AR014|KY020
27604|63878|MO044|AR014|KY020
27609|63901|MO044|AR014|KY020
27610|63902|MO044|AR014|KY020
27612|63932|MO044|AR014|KY020
27616|63936|MO044|AR014|KY020
27617|63937|MO044|AR014|MO030
27619|63940|MO044|AR014|KY020
27627|63952|MO044|AR014|MO030
27632|63957|MO044|AR014|MO030
27635|63962|MO044|AR014|KY020
27637|63965|MO044|AR014|MO030
27638|63966|MO044|AR014|KY020
27639|63967|MO044|AR014|KY020
28189|65546|MO042|AR014|MO049
28190|65548|MO042|AR014|MO049
28220|65609|MO042|AR014|AR038
28236|65626|MO042|AR014|AR038
28246|65637|MO042|AR014|AR037
28348|65775|MO042|AR014|AR038
28349|65777|MO042|AR014|AR038
28362|65793|MO042|AR014|MO049
28358|65788|MO042|AR014|MO044
28359|65789|MO042|AR014|MO049
28360|65790|MO042|AR014|AR038
30649|72036|AR029|AR014|AR038
30668|72059|AR029|AR014|AR038
30791|72310|TN049|AR014|TN030
30807|72330|TN030|AR014|TN049
30850|72392|AR029|AR014|TN031
30941|72534|AR038|AR014|AR029
30944|72538|MO042|AR014|AR038
30946|72540|AR038|AR014|AR037
30952|72550|AR038|AR014|AR029
30955|72555|AR038|AR014|AR029
30956|72556|AR038|AR014|AR037
30963|72567|AR038|AR014|AR029
30964|72568|AR038|AR014|AR029
30977|72585|AR038|AR014|AR037
31093|72824|AR037|AR026|AR038
31095|72827|AR037|AR026|AR036
31096|72828|AR037|AR026|AR036
31100|72833|AR037|AR026|AR038
31104|72838|AR037|AR026|AR036
31107|72841|AR037|AR026|AR036
31115|72853|AR037|AR026|AR038
31119|72857|AR037|AR026|AR038
31121|72860|AR037|AR026|AR038
31139|72926|AR036|AR026|AR037
31159|72950|AR036|AR026|AR037
30749|72167|AR028|AR026|AR031
30628|72015|AR028|AR026|AR029
30722|72128|AR028|AR026|AR031
30503|71720|AR031|AR026|AR028
30507|71725|AR031|AR026|AR028
30513|71742|AR031|AR026|AR028
30515|71744|AR031|AR026|LA034
30518|71748|AR031|AR026|AR028
30529|71764|TX118|AR026|LA032
30531|71766|AR031|AR026|AR028
30534|71801|TX118|AR026|LA032
30535|71802|TX118|AR026|LA032
30536|71820|TX118|AR026|TX151
30537|71822|TX118|AR026|TX151
30538|71823|TX118|AR026|TX151
30539|71825|TX118|AR026|AR028
30542|71828|TX118|AR026|AR031
30543|71831|TX118|AR026|LA032
30544|71832|TX118|AR026|AR036
30545|71833|TX118|AR026|AR036
30547|71835|TX118|AR026|AR031
30550|71838|TX118|AR026|LA032
30553|71841|TX118|AR026|AR036
30554|71842|TX118|AR026|AR036
30556|71846|TX118|AR026|AR036
30557|71847|TX118|AR026|AR028
30558|71851|TX118|AR026|LA032
30559|71852|TX118|AR026|AR028
30560|71853|TX118|AR026|TX151
30568|71862|TX118|AR026|LA032
30569|71864|TX118|AR026|LA032
30570|71865|TX118|AR026|TX151
30571|71866|TX118|AR026|TX151
30562|71855|TX118|AR026|AR028
30563|71857|TX118|AR026|AR031
30564|71858|TX118|AR026|AR031
30565|71859|TX118|AR026|LA032
30584|71932|AR036|AR026|TX118
30592|71944|TX118|AR026|AR036
30597|71953|AR036|AR026|TX118
30598|71956|AR026|AR028|AR037
30605|71964|AR026|AR028|AR037
30582|71923|AR026|AR028|AR031
30583|71929|AR026|AR028|AR031
30589|71941|AR026|AR028|AR031
30590|71942|AR026|AR028|AR031
30585|71933|AR026|AR028|AR037
30572|71901|AR026|AR028|AR029
30573|71902|AR026|AR028|AR029
30574|71903|AR026|AR028|AR029
30575|71909|AR026|AR028|AR037
30576|71910|AR026|AR028|AR037
30577|71913|AR026|AR028|AR029
30578|71914|AR026|AR028|AR037
30493|71667|AR031|AR028|AR029
30491|71665|AR031|AR028|AR029
30461|71601|AR031|AR028|AR029
30462|71602|AR031|AR028|AR029
30463|71603|AR031|AR028|AR029
30464|71611|AR031|AR028|AR029
30465|71612|AR031|AR028|AR029
30466|71613|AR031|AR028|AR029
30479|71652|AR031|AR028|AR026
30487|71660|AR031|AR028|AR026
30716|72122|AR026|AR028|AR038
30718|72124|AR029|AR028|AR038
30726|72132|AR031|AR028|AR029
30735|72142|AR029|AR028|AR031
30739|72150|AR031|AR028|AR029
30683|72076|AR029|AR028|AR038
30684|72078|AR029|AR028|AR038
30685|72079|AR031|AR028|AR029
30689|72083|AR029|AR028|AR031
30692|72086|AR029|AR028|AR038
30693|72087|AR026|AR028|AR029
30696|72099|AR029|AR028|AR038
30700|72104|AR026|AR028|AR031
30708|72114|AR029|AR028|AR038
30709|72115|AR029|AR028|AR038
30710|72116|AR029|AR028|AR038
30711|72117|AR029|AR028|AR038
30712|72118|AR029|AR028|AR038
30713|72119|AR029|AR028|AR038
30714|72120|AR029|AR028|AR038
30629|72016|AR038|AR028|AR029
30637|72024|AR029|AR028|AR031
30608|71968|AR026|AR028|AR037
30614|71998|AR026|AR028|AR031
30615|71999|AR026|AR028|AR031
30666|72057|AR031|AR028|AR029
30672|72064|AR029|AR028|AR031
30678|72070|AR038|AR028|AR037
30785|72231|AR029|AR028|AR038
30762|72190|AR029|AR028|AR038
30763|72199|AR029|AR028|AR038
30764|72201|AR029|AR028|AR038
30765|72202|AR028|AR029|AR038
30766|72203|AR028|AR029|AR038
30767|72204|AR028|AR029|AR038
30768|72205|AR028|AR029|AR038
30769|72206|AR028|AR029|AR031
30770|72207|AR028|AR029|AR038
30771|72209|AR028|AR029|AR038
30772|72210|AR028|AR029|AR038
30773|72211|AR028|AR029|AR038
30774|72212|AR028|AR029|AR038
30775|72214|AR028|AR029|AR038
30776|72215|AR028|AR029|AR038
30777|72216|AR028|AR029|AR038
30778|72217|AR028|AR029|AR038
30779|72219|AR028|AR029|AR038
30780|72221|AR028|AR029|AR038
30781|72222|AR028|AR029|AR038
30782|72223|AR028|AR029|AR038
30783|72225|AR028|AR029|AR038
30784|72227|AR028|AR029|AR038
30786|72255|AR028|AR029|AR038
30787|72260|AR028|AR029|AR038
30788|72295|AR028|AR029|AR038
30757|72179|AR038|AR029|AR028
30758|72180|AR028|AR029|AR031
30759|72181|AR038|AR029|AR028
30760|72182|AR031|AR029|AR028
30761|72183|AR028|AR029|AR031
30750|72168|AR031|AR029|AR028
30751|72169|AR014|AR029|AR038
30753|72173|AR038|AR029|AR028
30754|72175|AR031|AR029|AR028
30748|72166|AR031|AR029|MS046
30679|72072|AR031|AR029|AR028
30680|72073|AR031|AR029|AR028
30681|72074|AR014|AR029|TN030
30673|72065|AR028|AR029|AR031
30675|72067|AR038|AR029|AR037
30667|72058|AR038|AR029|AR028
30664|72053|AR028|AR029|AR038
30665|72055|AR031|AR029|AR028
30670|72061|AR038|AR029|AR028
30650|72037|AR031|AR029|AR028
30651|72038|AR031|AR029|AR028
30645|72032|AR038|AR029|AR028
30646|72033|AR038|AR029|AR028
30647|72034|AR038|AR029|AR028
30648|72035|AR038|AR029|AR028
30657|72044|AR038|AR029|AR037
30658|72045|AR038|AR029|AR028
30659|72046|AR031|AR029|AR028
30660|72047|AR038|AR029|AR028
30655|72042|AR031|AR029|AR028
30617|72002|AR028|AR029|AR038
30618|72003|AR031|AR029|AR028
30619|72004|AR031|AR029|AR028
30621|72006|AR014|AR029|AR038
30623|72010|AR038|AR029|AR014
30624|72011|AR028|AR029|AR031
30635|72022|AR028|AR029|AR031
30639|72026|AR031|AR029|AR028
30631|72018|AR028|AR029|AR026
30632|72019|AR028|AR029|AR026
30715|72121|AR038|AR029|AR028
30701|72106|AR038|AR029|AR028
30702|72107|AR038|AR029|AR028
30705|72111|AR038|AR029|AR028
30699|72103|AR028|AR029|AR031
30707|72113|AR028|AR029|AR038
30697|72101|AR014|AR029|AR038
30691|72085|AR038|AR029|AR028
30695|72089|AR028|AR029|AR031
30677|72069|AR031|AR029|AR028
30687|72081|AR038|AR029|AR028
30740|72152|AR031|AR029|AR028
30736|72143|AR038|AR029|AR028
30737|72145|AR038|AR029|AR028
30738|72149|AR038|AR029|AR028
30724|72130|AR038|AR029|AR037
30725|72131|AR038|AR029|AR028
30744|72158|AR028|AR029|AR026
30745|72160|AR031|AR029|AR028
30746|72164|AR028|AR029|AR038
30727|72133|AR031|AR029|AR028
30728|72134|AR031|AR029|AR028
30730|72136|AR038|AR029|AR028
30731|72137|AR038|AR029|AR028
30732|72139|AR038|AR029|AR014
30717|72123|AR014|AR029|AR038
30489|71662|AR031|AR029|AR028
30474|71643|AR031|AR029|AR028
30475|71644|AR031|AR029|AR028
30471|71639|AR031|AR029|AR028
30486|71659|AR031|AR029|AR028
30494|71670|AR031|AR029|AR028
30499|71677|AR031|AR029|AR028
30500|71678|AR031|AR029|AR028
30974|72581|AR038|AR029|AR028
30950|72545|AR038|AR029|AR028
30951|72546|AR038|AR029|AR028
30948|72543|AR038|AR029|AR028
30937|72530|AR038|AR029|AR037
30930|72523|AR038|AR029|AR014
30501|71701|AR026|AR031|TX118
30502|71711|AR026|AR031|TX118
30498|71676|LA034|AR031|MS043
30506|71724|LA034|AR031|AR026
30509|71728|AR026|AR031|AR028
30510|71730|LA034|AR031|LA032
30511|71731|LA034|AR031|LA032
30469|71635|LA034|AR031|AR026
30476|71646|LA034|AR031|AR028
30480|71653|LA034|AR031|MS043
30490|71663|LA034|AR031|MS043
30488|71661|LA034|AR031|MS043
30473|71642|LA034|AR031|AR028
30478|71651|LA034|AR031|AR026
30485|71658|LA034|AR031|MS043
30517|71747|LA034|AR031|LA032
30530|71765|LA034|AR031|LA032
30520|71750|LA034|AR031|LA032
30526|71759|LA034|AR031|TX118
30527|71762|LA034|AR031|TX118
30528|71763|AR026|AR031|AR028
30311|71250|LA034|AR031|MS043
30723|72129|AR028|AR031|AR026
30654|72041|AR029|AR031|AR028
30690|72084|AR026|AR031|AR028
30703|72108|AR029|AR031|AR014
30634|72021|AR029|AR031|AR028
30630|72017|AR029|AR031|AR028
30642|72029|AR029|AR031|AR028
30824|72353|MS046|AR031|MS032
30805|72328|MS046|AR031|AR029
30810|72333|MS046|AR031|MS032
30752|72170|AR029|AR031|AR028
30833|72367|MS046|AR031|MS032
30843|72383|MS046|AR031|AR029
30289|71220|LA034|AR031|MS043
30290|71221|LA034|AR031|MS043
16571|38725|MS046|AR031|MS043
16572|38726|MS046|AR031|AR029
16573|38730|MS046|AR031|MS043
16575|38732|MS046|AR031|MS043
16576|38733|MS046|AR031|MS043
16584|38746|MS046|AR031|AR029
16581|38740|MS046|AR031|MS032
16591|38759|MS046|AR031|MS032
16592|38760|MS046|AR031|MS043
16594|38762|MS046|AR031|MS032
16595|38764|MS046|AR031|MS032
16597|38767|MS046|AR031|MS032
16599|38769|MS046|AR031|AR029
16603|38774|MS046|AR031|MS032
16607|38781|MS046|AR031|MS032
16563|38701|MS043|AR031|LA034
16565|38703|MS043|AR031|MS046
30979|72601|AR035|AR034|AR037
30980|72602|AR035|AR034|MO042
30981|72611|AR035|AR034|MO042
30982|72613|AR035|AR034|MO036
30984|72616|AR035|AR034|MO042
30990|72628|AR037|AR034|AR035
30993|72631|AR035|AR034|MO036
30994|72632|AR035|AR034|MO036
30995|72633|AR037|AR034|AR035
30999|72638|AR035|AR034|MO042
31001|72640|AR037|AR034|AR035
31002|72641|AR037|AR034|AR035
31007|72648|AR037|AR034|AR035
31012|72655|AR037|AR034|AR038
31020|72666|AR037|AR034|AR035
31030|72683|AR037|AR034|AR035
31031|72685|AR037|AR034|AR035
31038|72711|AR035|AR034|MO036
31039|72712|AR035|AR034|MO036
31040|72713|AR035|AR034|MO036
31041|72714|AR035|AR034|MO036
31042|72715|AR035|AR034|MO036
31043|72716|AR035|AR034|MO036
31048|72722|AR035|AR034|MO036
31045|72718|AR035|AR034|MO036
31046|72719|AR035|AR034|MO036
31053|72732|AR035|AR034|MO036
31054|72733|AR035|AR034|MO036
31055|72734|AR035|AR034|MO036
31151|72941|AR036|AR034|AR037
31154|72945|AR036|AR034|AR037
31155|72946|AR036|AR034|AR035
31156|72947|AR036|AR034|AR035
31157|72948|AR036|AR034|AR035
31142|72930|AR036|AR034|AR037
31143|72932|AR036|AR034|AR035
31145|72934|AR036|AR034|AR035
31146|72935|AR036|AR034|AR035
31147|72936|AR036|AR034|AR037
31148|72937|AR036|AR034|OK026
31161|72952|AR036|AR034|AR035
31162|72955|AR036|AR034|OK026
31163|72956|AR036|AR034|OK026
31164|72957|AR036|AR034|OK026
31116|72854|AR037|AR034|AR036
31124|72901|AR036|AR034|OK026
31125|72902|AR036|AR034|OK026
31126|72903|AR036|AR034|OK026
31127|72904|AR036|AR034|OK026
31128|72905|AR036|AR034|AR037
31129|72906|AR036|AR034|OK026
31130|72908|AR036|AR034|OK026
31131|72913|AR036|AR034|OK026
31132|72914|AR036|AR034|OK026
31133|72916|AR036|AR034|OK026
31134|72917|AR036|AR034|OK026
31135|72918|AR036|AR034|OK026
31136|72919|AR036|AR034|OK026
31137|72921|AR036|AR034|AR035
31138|72923|AR036|AR034|OK026
31114|72852|AR037|AR034|AR036
31068|72751|AR035|AR034|MO036
31080|72768|AR035|AR034|MO036
31060|72739|AR035|AR034|MO036
31057|72736|AR035|AR034|MO036
31065|72745|AR035|AR034|MO036
31066|72747|AR035|AR034|MO036
31071|72756|AR035|AR034|MO036
31072|72757|AR035|AR034|MO036
31073|72758|AR035|AR034|MO036
31677|74338|AR035|AR034|OK026
31684|74346|AR035|AR034|MO036
31697|74364|OK026|AR034|AR035
31727|74444|OK026|AR034|AR035
31737|74457|OK026|AR034|AR035
31744|74464|OK026|AR034|OK028
31745|74465|OK026|AR034|OK028
31750|74471|OK026|AR034|AR036
31901|74901|AR036|AR034|OK026
31902|74902|AR036|AR034|OK026
31916|74946|AR036|AR034|OK026
31922|74954|AR036|AR034|OK026
28345|65772|AR035|AR034|MO036
28324|65745|AR035|AR034|MO036
28249|65641|AR035|AR034|MO042
28263|65658|AR035|AR034|MO042
27982|64856|AR035|AR034|MO036
27980|64854|AR035|AR034|MO036
27981|64855|MO036|AR035|MO042
27983|64857|MO036|AR035|MO042
27984|64858|MO036|AR035|AR034
27989|64864|MO036|AR035|AR034
27990|64865|MO036|AR035|AR034
27991|64866|MO036|AR035|AR034
27993|64868|MO036|AR035|AR034
27994|64870|MO036|AR035|MO042
27995|64873|MO036|AR035|MO042
27967|64834|MO036|AR035|MO042
27968|64835|MO036|AR035|MO042
27969|64836|MO036|AR035|MO042
27970|64840|MO036|AR035|MO042
27971|64841|MO036|AR035|MO042
27972|64842|MO036|AR035|AR034
27973|64843|MO036|AR035|AR034
27974|64844|MO036|AR035|AR034
27959|64801|MO036|AR035|MO042
27960|64802|MO036|AR035|AR034
27961|64803|MO036|AR035|AR034
27962|64804|MO036|AR035|AR034
27963|64830|MO036|AR035|MO042
27965|64832|MO036|AR035|MO042
27977|64849|MO036|AR035|MO042
27978|64850|MO036|AR035|AR034
27979|64853|MO036|AR035|AR034
28258|65653|MO042|AR035|AR034
28261|65656|MO042|AR035|MO036
28262|65657|MO042|AR035|AR034
28272|65669|MO042|AR035|MO036
28273|65672|MO042|AR035|AR034
28274|65673|MO042|AR035|AR034
28277|65676|MO042|AR035|AR037
28278|65679|MO042|AR035|AR034
28279|65680|MO042|AR035|AR034
28283|65686|MO042|AR035|AR034
28293|65708|MO036|AR035|MO042
28247|65638|MO042|AR035|MO049
28234|65624|MO042|AR035|MO036
28237|65627|MO042|AR035|AR034
28238|65629|MO042|AR035|MO036
28239|65630|MO042|AR035|MO036
28231|65620|MO042|AR035|MO036
28219|65608|MO042|AR035|MO036
28225|65614|MO042|AR035|AR034
28226|65615|MO042|AR035|AR034
28227|65616|MO042|AR035|AR034
28222|65611|MO042|AR035|AR034
28229|65618|MO042|AR035|AR037
28317|65737|MO042|AR035|AR034
28319|65739|MO042|AR035|AR034
28320|65740|MO042|AR035|AR034
28321|65741|MO042|AR035|AR034
28328|65753|MO042|AR035|MO036
28329|65754|MO042|AR035|MO036
28330|65755|MO042|AR035|AR034
28323|65744|MO042|AR035|AR034
28333|65759|MO042|AR035|AR034
28299|65715|MO042|AR035|AR034
28301|65720|MO042|AR035|MO036
28304|65723|MO036|AR035|MO042
28307|65726|MO042|AR035|AR034
28309|65728|MO042|AR035|MO036
28310|65729|MO042|AR035|AR037
28312|65731|MO042|AR035|AR034
28314|65733|MO042|AR035|AR034
28315|65734|MO036|AR035|MO042
28346|65773|MO042|AR035|AR034
28335|65761|MO042|AR035|AR034
28336|65762|MO042|AR035|AR034
28354|65784|MO042|AR035|AR037
28344|65771|MO042|AR035|AR034
28615|66712|MO036|AR035|OK032
28616|66713|MO036|AR035|OK032
28623|66728|MO036|AR035|OK032
28627|66735|MO036|AR035|OK032
28630|66739|MO036|AR035|AR034
28645|66760|MO036|AR035|MO042
28651|66770|MO036|AR035|OK032
28647|66762|MO036|AR035|MO042
28648|66763|MO036|AR035|MO042
28658|66778|MO036|AR035|OK032
28661|66781|MO036|AR035|OK032
31930|74964|AR034|AR035|OK026
31931|74965|AR034|AR035|OK026
31696|74363|MO036|AR035|AR034
31703|74370|MO036|AR035|AR034
31685|74347|AR034|AR035|OK026
31686|74349|MO036|AR035|OK032
31689|74354|MO036|AR035|OK032
31690|74355|MO036|AR035|OK032
31691|74358|MO036|AR035|OK032
31692|74359|AR034|AR035|OK026
31693|74360|MO036|AR035|OK032
31701|74368|AR034|AR035|OK026
31678|74339|MO036|AR035|OK032
31675|74335|MO036|AR035|OK032
31681|74343|MO036|AR035|AR034
31682|74344|MO036|AR035|AR034
31683|74345|MO036|AR035|AR034
31672|74331|MO036|AR035|AR034
31074|72760|AR034|AR035|AR036
31075|72761|AR034|AR035|OK026
31076|72762|AR034|AR035|AR036
31077|72764|AR034|AR035|AR036
31078|72765|AR034|AR035|AR036
31079|72766|AR034|AR035|AR036
31067|72749|AR034|AR035|AR036
31058|72737|AR034|AR035|AR036
31059|72738|AR034|AR035|AR036
31061|72740|AR034|AR035|AR036
31062|72741|AR034|AR035|AR036
31063|72742|AR034|AR035|AR037
31064|72744|AR034|AR035|AR036
31081|72769|AR034|AR035|AR036
31082|72770|AR034|AR035|AR036
31083|72773|AR034|AR035|AR036
31084|72774|AR034|AR035|AR036
31085|72776|AR034|AR035|AR037
31070|72753|AR034|AR035|AR036
31056|72735|AR034|AR035|AR036
31047|72721|AR034|AR035|AR036
31052|72730|AR034|AR035|AR036
31049|72727|AR034|AR035|AR036
31050|72728|AR034|AR035|MO036
31034|72701|AR034|AR035|AR036
31035|72702|AR034|AR035|AR036
31036|72703|AR034|AR035|AR036
31037|72704|AR034|AR035|AR036
31021|72668|MO042|AR035|AR037
31018|72662|MO042|AR035|AR034
31004|72643|MO042|AR035|AR034
31005|72644|MO042|AR035|AR034
30992|72630|MO042|AR035|AR034
30988|72624|AR034|AR035|AR037
30983|72615|MO042|AR035|AR034
31051|72729|AR034|AR036|AR035
31044|72717|AR034|AR036|AR035
31106|72840|AR037|AR036|AR034
31113|72851|AR037|AR036|AR038
31108|72842|AR037|AR036|AR026
31098|72830|AR037|AR036|AR034
31099|72832|AR037|AR036|AR034
31117|72855|AR037|AR036|AR034
31122|72863|AR037|AR036|AR034
31123|72865|AR037|AR036|AR034
31090|72820|AR037|AR036|AR034
31166|72959|AR034|AR036|AR035
31712|74427|OK026|AR036|AR034
31719|74435|OK026|AR036|OK028
31724|74440|OK026|AR036|OK031
31751|74472|OK026|AR036|OK031
31742|74462|OK026|AR036|OK031
31749|74470|OK026|AR036|OK028
31759|74528|OK026|AR036|OK031
31732|74451|OK026|AR036|AR034
31735|74455|OK026|AR036|OK031
31770|74545|OK026|AR036|OK031
31771|74546|OK026|AR036|OK031
31772|74547|OK026|AR036|OK031
31774|74552|OK026|AR036|OK031
31783|74561|OK026|AR036|OK031
31795|74578|OK026|AR036|OK031
31824|74728|TX118|AR036|AR026
31829|74734|TX118|AR036|AR026
31832|74737|TX118|AR036|TX199
31927|74960|AR034|AR036|OK026
31928|74962|OK026|AR036|AR034
31843|74754|TX118|AR036|TX198
31904|74931|OK026|AR036|AR034
30612|71972|TX118|AR036|AR026
30613|71973|TX118|AR036|AR026
30603|71961|AR026|AR036|AR037
30606|71965|AR026|AR037|AR036
30607|71966|AR026|AR037|AR036
30599|71957|AR026|AR037|AR028
30594|71949|AR026|AR037|AR028
30586|71935|AR026|AR037|TX118
30609|71969|AR026|AR037|AR036
30610|71970|AR026|AR037|AR028
30643|72030|AR038|AR037|AR029
30644|72031|AR038|AR037|AR029
30640|72027|AR038|AR037|AR029
30641|72028|AR038|AR037|AR029
30626|72013|AR038|AR037|AR029
30602|71960|AR026|AR037|AR036
30662|72051|AR038|AR037|AR029
30652|72039|AR038|AR037|AR029
30694|72088|AR038|AR037|AR029
30719|72125|AR038|AR037|AR028
30720|72126|AR038|AR037|AR028
30721|72127|AR038|AR037|AR028
30743|72157|AR038|AR037|AR029
30741|72153|AR038|AR037|AR029
31165|72958|AR036|AR037|AR026
31149|72938|AR036|AR037|AR034
31150|72940|AR036|AR037|AR034
31144|72933|AR036|AR037|AR034
31140|72927|AR036|AR037|AR034
31141|72928|AR036|AR037|AR034
31158|72949|AR036|AR037|AR034
31152|72943|AR036|AR037|AR026
31153|72944|AR036|AR037|AR034
