 DlrZipToPmaId | ZipCd | DealerCd1 | DealerCd2 | DealerCd3 
1222|04057|ME004|ME005|ME008
1223|04061|ME010|ME005|NH019
1186|04009|ME004|ME005|ME010
1197|04022|ME004|ME005|ME010
1202|04030|ME010|ME005|NH019
1203|04032|ME008|ME005|ME004
1204|04033|ME008|ME005|ME004
1205|04034|ME008|ME005|ME004
1206|04037|ME004|ME005|NH017
1192|04016|ME004|ME005|ME008
1189|04013|ME008|ME005|ME004
1190|04014|ME010|ME005|NH019
1180|04003|ME008|ME005|ME010
1181|04004|ME010|ME005|NH019
1182|04005|ME010|ME005|NH019
1183|04006|ME010|ME005|NH019
1184|04007|ME010|ME005|NH019
1130|03849|NH017|ME005|ME010
1114|03832|NH017|ME005|ME010
1103|03818|NH017|ME005|ME010
1433|04548|ME008|ME005|ME004
1441|04562|ME008|ME005|ME004
1444|04565|ME008|ME005|ME004
1446|04570|ME008|ME005|ME009
1310|04267|ME004|ME005|ME008
1230|04070|ME010|ME005|ME008
1286|04231|ME004|ME005|ME008
1249|04093|ME010|ME005|NH019
1234|04074|ME010|ME005|ME008
1237|04078|ME008|ME005|ME004
1238|04079|ME008|ME005|ME004
1232|04072|ME010|ME005|NH019
1225|04063|ME010|ME005|NH019
1226|04064|ME010|ME005|NH019
1227|04066|ME008|ME005|ME010
1245|04088|ME004|ME005|ME008
1452|04576|ME008|ME005|ME004
1450|04574|ME009|ME008|ME004
1564|04847|ME009|ME008|ME002
1302|04258|ME004|ME008|ME009
1562|04841|ME009|ME008|ME002
1573|04856|ME009|ME008|ME002
1574|04858|ME009|ME008|ME004
1575|04859|ME009|ME008|ME004
1576|04860|ME009|ME008|ME004
1577|04861|ME009|ME008|ME004
1578|04862|ME009|ME008|ME004
1580|04864|ME009|ME008|ME004
1581|04865|ME009|ME008|ME002
1571|04854|ME009|ME008|ME002
1264|04110|ME005|ME008|ME010
1252|04096|ME005|ME008|ME010
1253|04097|ME005|ME008|ME004
1196|04021|ME005|ME008|ME010
1229|04069|ME004|ME008|ME005
1279|04223|ME004|ME008|ME005
1285|04230|ME004|ME008|ME005
1270|04210|ME004|ME008|ME009
1271|04211|ME004|ME008|ME009
1272|04212|ME004|ME008|ME009
1300|04256|ME004|ME008|ME005
1292|04240|ME004|ME008|ME009
1293|04241|ME004|ME008|ME009
1294|04243|ME004|ME008|ME009
1295|04250|ME004|ME008|ME009
1311|04268|ME004|ME008|ME009
1312|04270|ME004|ME008|ME005
1304|04260|ME004|ME008|ME005
1317|04280|ME004|ME008|ME009
1318|04281|ME004|ME008|ME009
1314|04274|ME004|ME008|ME005
1342|04348|ME009|ME008|ME004
1324|04288|ME004|ME008|ME009
1335|04341|ME009|ME008|ME004
1448|04572|ME009|ME008|ME004
1442|04563|ME009|ME008|ME004
1430|04543|ME009|ME008|ME004
1438|04555|ME009|ME008|ME004
1354|04363|ME009|ME008|ME004
1352|04359|ME009|ME008|ME004
1350|04357|ME009|ME008|ME004
1327|04291|ME004|ME008|ME005
1347|04353|ME009|ME008|ME004
1348|04354|ME009|ME008|ME004
1193|04017|ME005|ME008|ME010
1194|04019|ME005|ME008|ME010
84|00134|ME005|ME008|ME010
85|00135|ME002|ME009|ME004
86|00137|ME002|ME009|ME004
87|00138|ME002|ME009|ME004
88|00139|ME004|ME009|ME008
89|00141|ME002|ME009|ME004
90|00148|ME002|ME009|ME004
91|00151|ME002|ME009|ME008
79|00127|ME002|ME009|ME008
80|00128|ME004|ME009|ME008
81|00130|ME002|ME009|ME004
82|00132|ME002|ME009|ME004
77|00125|ME002|ME009|ME004
1037|03579|ME004|ME009|ME008
1328|04292|ME004|ME009|ME008
1425|04535|ME008|ME009|ME004
1426|04537|ME008|ME009|ME004
1427|04538|ME008|ME009|ME004
1428|04539|ME008|ME009|ME004
1429|04541|ME008|ME009|ME004
1439|04556|ME008|ME009|ME004
1440|04558|ME008|ME009|ME004
1431|04544|ME008|ME009|ME004
1432|04547|ME008|ME009|ME004
1434|04549|ME008|ME009|ME004
1435|04551|ME008|ME009|ME004
1436|04553|ME008|ME009|ME004
1437|04554|ME008|ME009|ME004
1443|04564|ME008|ME009|ME004
1445|04568|ME008|ME009|ME004
1449|04573|ME008|ME009|ME004
1447|04571|ME008|ME009|ME004
1336|04342|ME008|ME009|ME004
1325|04289|ME004|ME009|ME008
1326|04290|ME004|ME009|ME008
1315|04275|ME004|ME009|ME008
1316|04276|ME004|ME009|ME008
1309|04266|ME004|ME009|ME008
1319|04282|ME004|ME009|ME008
1322|04286|ME004|ME009|ME008
1305|04261|ME004|ME009|ME008
1307|04263|ME004|ME009|ME008
1313|04271|ME004|ME009|ME008
1455|04605|ME002|ME009|ME008
1456|04606|ME002|ME009|ME008
1457|04607|ME002|ME009|ME008
1458|04609|ME002|ME009|ME008
1459|04611|ME002|ME009|ME008
1460|04612|ME002|ME009|ME008
1461|04613|ME002|ME009|ME008
1462|04614|ME002|ME009|ME008
1463|04616|ME002|ME009|ME008
1464|04617|ME002|ME009|ME008
1465|04619|ME002|ME009|ME008
1466|04622|ME002|ME009|ME008
1467|04623|ME002|ME009|ME008
1468|04624|ME002|ME009|ME008
1469|04625|ME002|ME009|ME008
1470|04626|ME002|ME009|ME008
1471|04627|ME002|ME009|ME008
1472|04628|ME002|ME009|ME008
1473|04629|ME002|ME009|ME008
1474|04630|ME002|ME009|ME008
1475|04631|ME002|ME009|ME008
1476|04634|ME002|ME009|ME008
1477|04635|ME002|ME009|ME008
1478|04637|ME002|ME009|ME008
1479|04640|ME002|ME009|ME008
1480|04642|ME002|ME009|ME008
1481|04643|ME002|ME009|ME008
1482|04644|ME002|ME009|ME008
1483|04645|ME002|ME009|ME008
1484|04646|ME002|ME009|ME008
1485|04648|ME002|ME009|ME008
1486|04649|ME002|ME009|ME008
1487|04650|ME002|ME009|ME008
1488|04652|ME002|ME009|ME008
1489|04653|ME002|ME009|ME008
1490|04654|ME002|ME009|ME008
1491|04655|ME002|ME009|ME008
1492|04657|ME002|ME009|ME008
1493|04658|ME002|ME009|ME008
1494|04660|ME002|ME009|ME008
1495|04662|ME002|ME009|ME008
1496|04664|ME002|ME009|ME008
1497|04666|ME002|ME009|ME008
1498|04667|ME002|ME009|ME008
1499|04668|ME002|ME009|ME008
1500|04669|ME002|ME009|ME008
1501|04671|ME002|ME009|ME008
1502|04672|ME002|ME009|ME008
1503|04673|ME002|ME009|ME008
1504|04674|ME002|ME009|ME008
1505|04675|ME002|ME009|ME008
1506|04676|ME002|ME009|ME008
1507|04677|ME002|ME009|ME008
1508|04679|ME002|ME009|ME008
1509|04680|ME002|ME009|ME008
1510|04681|ME002|ME009|ME008
1511|04683|ME002|ME009|ME008
1512|04684|ME002|ME009|ME008
1513|04685|ME002|ME009|ME008
1514|04686|ME002|ME009|ME008
1515|04691|ME002|ME009|ME008
1516|04693|ME002|ME009|ME008
1517|04694|ME002|ME009|ME008
1518|04730|ME002|ME009|ME004
1519|04732|ME002|ME009|ME004
1520|04733|ME002|ME009|ME004
1521|04734|ME002|ME009|ME004
1522|04735|ME002|ME009|ME004
1523|04736|ME002|ME009|ME004
1524|04737|ME002|ME009|ME004
1525|04738|ME002|ME009|ME004
1526|04739|ME002|ME009|ME004
1527|04740|ME002|ME009|ME004
1528|04741|ME002|ME009|ME004
1529|04742|ME002|ME009|ME004
1530|04743|ME002|ME009|ME004
1531|04744|ME002|ME009|ME004
1532|04745|ME002|ME009|ME004
1533|04746|ME002|ME009|ME004
1534|04747|ME002|ME009|ME004
1535|04750|ME002|ME009|ME004
1536|04751|ME002|ME009|ME004
1537|04756|ME002|ME009|ME004
1538|04757|ME002|ME009|ME004
1539|04758|ME002|ME009|ME004
1540|04760|ME002|ME009|ME004
1541|04761|ME002|ME009|ME004
1542|04762|ME002|ME009|ME004
1543|04763|ME002|ME009|ME004
1544|04764|ME002|ME009|ME004
1545|04765|ME002|ME009|ME004
1546|04766|ME002|ME009|ME004
1547|04768|ME002|ME009|ME004
1548|04769|ME002|ME009|ME004
1549|04772|ME002|ME009|ME004
1550|04773|ME002|ME009|ME004
1551|04774|ME002|ME009|ME004
1552|04775|ME002|ME009|ME004
1553|04776|ME002|ME009|ME004
1554|04777|ME002|ME009|ME004
1555|04779|ME002|ME009|ME004
1556|04780|ME002|ME009|ME004
1557|04781|ME002|ME009|ME004
1558|04783|ME002|ME009|ME004
1559|04785|ME002|ME009|ME004
1560|04786|ME002|ME009|ME004
1561|04787|ME002|ME009|ME004
1288|04236|ME004|ME009|ME008
1289|04237|ME004|ME009|ME008
1290|04238|ME004|ME009|ME008
1301|04257|ME004|ME009|ME008
1299|04255|ME004|ME009|ME008
1297|04253|ME004|ME009|ME008
1273|04216|ME004|ME009|ME008
1274|04217|ME004|ME009|ME008
1275|04219|ME004|ME009|ME008
1276|04220|ME004|ME009|ME008
1277|04221|ME004|ME009|ME008
1282|04226|ME004|ME009|ME008
1280|04224|ME004|ME009|ME008
1356|04401|ME002|ME009|ME004
1357|04402|ME002|ME009|ME004
1358|04406|ME002|ME009|ME004
1359|04408|ME002|ME009|ME008
1360|04410|ME002|ME009|ME004
1361|04411|ME002|ME009|ME004
1362|04412|ME002|ME009|ME008
1363|04413|ME002|ME009|ME004
1364|04414|ME002|ME009|ME004
1365|04415|ME002|ME009|ME004
1366|04416|ME002|ME009|ME008
1367|04417|ME002|ME009|ME004
1368|04418|ME002|ME009|ME004
1369|04419|ME002|ME009|ME004
1370|04420|ME002|ME009|ME008
1371|04421|ME002|ME009|ME008
1372|04422|ME002|ME009|ME004
1373|04424|ME002|ME009|ME004
1374|04426|ME002|ME009|ME004
1375|04427|ME002|ME009|ME004
1376|04428|ME002|ME009|ME008
1377|04429|ME002|ME009|ME008
1378|04430|ME002|ME009|ME004
1379|04431|ME002|ME009|ME008
1380|04434|ME002|ME009|ME004
1381|04435|ME002|ME009|ME004
1382|04438|ME002|ME009|ME008
1383|04441|ME002|ME009|ME004
1384|04442|ME002|ME009|ME004
1385|04443|ME002|ME009|ME004
1386|04444|ME002|ME009|ME004
1387|04448|ME002|ME009|ME004
1388|04449|ME002|ME009|ME004
1389|04450|ME002|ME009|ME004
1390|04451|ME002|ME009|ME004
1391|04453|ME002|ME009|ME004
1392|04454|ME002|ME009|ME004
1393|04455|ME002|ME009|ME004
1394|04456|ME002|ME009|ME004
1395|04457|ME002|ME009|ME004
1396|04459|ME002|ME009|ME004
1397|04460|ME002|ME009|ME004
1398|04461|ME002|ME009|ME004
1399|04462|ME002|ME009|ME004
1400|04463|ME002|ME009|ME004
1401|04464|ME002|ME009|ME004
1402|04468|ME002|ME009|ME004
1403|04469|ME002|ME009|ME004
1404|04471|ME002|ME009|ME004
1405|04472|ME002|ME009|ME008
1406|04473|ME002|ME009|ME004
1407|04474|ME002|ME009|ME008
1408|04475|ME002|ME009|ME004
1409|04476|ME002|ME009|ME008
1410|04478|ME002|ME009|ME004
1411|04479|ME002|ME009|ME004
1412|04481|ME002|ME009|ME004
1413|04485|ME002|ME009|ME004
1414|04487|ME002|ME009|ME004
1415|04488|ME002|ME009|ME004
1416|04489|ME002|ME009|ME004
1417|04490|ME002|ME009|ME004
1418|04491|ME002|ME009|ME004
1419|04492|ME002|ME009|ME008
1420|04493|ME002|ME009|ME004
1421|04495|ME002|ME009|ME004
1422|04496|ME002|ME009|ME008
1423|04497|ME002|ME009|ME004
1572|04855|ME008|ME009|ME004
1587|04915|ME002|ME009|ME008
1593|04923|ME002|ME009|ME004
1591|04921|ME002|ME009|ME008
1568|04851|ME008|ME009|ME002
1569|04852|ME008|ME009|ME005
1565|04848|ME002|ME009|ME008
1566|04849|ME002|ME009|ME008
1451|04575|ME008|ME009|ME004
1453|04578|ME008|ME009|ME004
1607|04939|ME002|ME009|ME004
1598|04928|ME002|ME009|ME004
1599|04929|ME002|ME009|ME004
1600|04930|ME002|ME009|ME004
1601|04932|ME002|ME009|ME004
1602|04933|ME002|ME009|ME004
1610|04942|ME002|ME009|ME004
1611|04943|ME002|ME009|ME004
1613|04945|ME002|ME009|ME004
1628|04964|ME004|ME009|ME008
1629|04965|ME002|ME009|ME004
1634|04971|ME002|ME009|ME004
1635|04972|ME002|ME009|ME008
1631|04967|ME002|ME009|ME004
1632|04969|ME002|ME009|ME004
1617|04951|ME002|ME009|ME008
1619|04953|ME002|ME009|ME004
1646|04985|ME002|ME009|ME004
1647|04986|ME002|ME009|ME004
1648|04987|ME002|ME009|ME004
1637|04974|ME002|ME009|ME008
1642|04981|ME002|ME009|ME008
1233|04073|NH019|ME010|ME005
1228|04068|ME005|ME010|NH017
1239|04082|ME005|ME010|ME008
1240|04083|NH019|ME010|ME005
1241|04084|ME005|ME010|ME004
1242|04085|ME005|ME010|ME004
1254|04098|ME005|ME010|ME008
1255|04101|ME005|ME010|ME008
1256|04102|ME005|ME010|ME008
1257|04103|ME005|ME010|ME008
1258|04104|ME005|ME010|ME008
1259|04105|ME005|ME010|ME008
1260|04106|ME005|ME010|ME008
1261|04107|ME005|ME010|ME008
1262|04108|ME005|ME010|ME008
1263|04109|ME005|ME010|ME008
1265|04112|ME005|ME010|ME008
1266|04116|ME005|ME010|ME008
1267|04122|ME005|ME010|ME008
1268|04123|ME005|ME010|ME008
1269|04124|ME005|ME010|ME008
1246|04090|NH019|ME010|NH006
1247|04091|ME005|ME010|ME004
1248|04092|ME005|ME010|ME008
1117|03836|NH017|ME010|ME005
1195|04020|ME005|ME010|NH019
1207|04038|ME005|ME010|ME008
1198|04024|ME005|ME010|ME004
1224|04062|ME005|ME010|ME008
1219|04054|NH019|ME010|NH006
1216|04049|ME005|ME010|NH019
1217|04050|ME005|ME010|ME008
1201|04029|ME005|ME010|ME004
1210|04041|ME005|ME010|ME004
1178|04001|NH019|ME010|NH017
1172|03906|NH019|ME010|NH006
20387|48007|MI060|MI007|MI056
20388|48009|MI060|MI007|MI061
20389|48012|MI060|MI007|MI056
20392|48017|MI060|MI007|MI056
20400|48030|MI060|MI007|MI056
20430|48067|MI060|MI007|MI056
20431|48068|MI060|MI007|MI056
20432|48069|MI060|MI007|MI027
20433|48070|MI060|MI007|MI061
20434|48071|MI060|MI007|MI056
20435|48072|MI060|MI007|MI061
20436|48073|MI060|MI007|MI056
20444|48083|MI060|MI007|MI056
20445|48084|MI060|MI007|MI056
20451|48091|MI060|MI007|MI056
20458|48098|MI060|MI007|MI056
20459|48099|MI060|MI007|MI056
20503|48152|MI061|MI007|MI027
20504|48153|MI061|MI007|MI048
20505|48154|MI061|MI007|MI027
20542|48201|MI027|MI007|MI060
20544|48203|MI060|MI007|MI027
20545|48204|MI027|MI007|MI061
20547|48206|MI027|MI007|MI060
20553|48212|MI060|MI007|MI027
20557|48216|MI027|MI007|MI061
20561|48220|MI060|MI007|MI027
20549|48208|MI027|MI007|MI060
20567|48226|MI027|MI007|MI060
20568|48227|MI027|MI007|MI061
20572|48231|MI027|MI007|MI060
20573|48232|MI027|MI007|MI060
20574|48233|MI027|MI007|MI060
20575|48234|MI060|MI007|MI056
20590|48267|MI027|MI007|MI060
20591|48268|MI027|MI007|MI060
20592|48269|MI027|MI007|MI060
20593|48272|MI027|MI007|MI060
20594|48275|MI027|MI007|MI060
20595|48277|MI027|MI007|MI060
20596|48278|MI027|MI007|MI060
20601|48303|MI060|MI007|MI056
20602|48304|MI060|MI007|MI056
20583|48243|MI027|MI007|MI060
20584|48244|MI027|MI007|MI060
20585|48255|MI027|MI007|MI060
20586|48260|MI027|MI007|MI060
20587|48264|MI027|MI007|MI060
20588|48265|MI027|MI007|MI060
20598|48288|MI060|MI007|MI027
20617|48321|MI060|MI007|MI056
20625|48329|MI060|MI007|MI048
20626|48330|MI060|MI007|MI048
20633|48340|MI060|MI007|MI056
20634|48341|MI060|MI007|MI048
20635|48342|MI060|MI007|MI056
20636|48343|MI060|MI007|MI048
20637|48346|MI060|MI007|MI048
20638|48347|MI060|MI007|MI048
20639|48348|MI060|MI007|MI048
20642|48356|MI048|MI007|MI060
20643|48357|MI048|MI007|MI039
20644|48359|MI060|MI007|MI056
20645|48360|MI060|MI007|MI056
20622|48326|MI060|MI007|MI056
20656|48377|MI048|MI007|MI061
20657|48380|MI048|MI007|MI061
20658|48381|MI048|MI007|MI061
20659|48382|MI048|MI007|MI060
20660|48383|MI048|MI007|MI060
20661|48386|MI048|MI007|MI060
20662|48387|MI048|MI007|MI060
20663|48390|MI048|MI007|MI061
20982|49013|MI057|MI023|MI062
21006|49038|MI057|MI023|IN021
21007|49039|MI057|MI023|IN021
21011|49043|MI057|MI023|MI062
21012|49045|MI057|MI023|IN021
20998|49030|IN054|MI023|IN021
21028|49064|MI057|MI023|IN021
21022|49057|MI057|MI023|IN021
21023|49058|MI031|MI023|MI059
21039|49076|MI059|MI023|MI031
21047|49084|MI057|MI023|IN021
21053|49091|IN054|MI023|IN021
21060|49098|MI057|MI023|IN021
21104|49245|MI059|MI023|MI058
21088|49224|MI059|MI023|MI058
21165|49325|MI031|MI023|MI062
21173|49333|MI031|MI023|MI062
21198|49406|MI062|MI023|MI031
21199|49408|MI062|MI023|MI031
21235|49450|MI062|MI023|MI057
19750|46746|IN054|MI023|IN021
20579|48238|MI007|MI027|MI060
20580|48239|MI061|MI027|MI007
20536|48191|MI058|MI027|MI061
20501|48150|MI061|MI027|MI007
20502|48151|MI061|MI027|MI007
20510|48161|OH086|MI027|OH066
20511|48162|OH086|MI027|MI061
20529|48184|MI061|MI027|MI007
20530|48185|MI061|MI027|MI007
20531|48186|MI061|MI027|MI007
20532|48187|MI061|MI027|MI048
20533|48188|MI061|MI027|MI058
20490|48135|MI061|MI027|MI007
20491|48136|MI061|MI027|MI007
20762|48617|MI033|MI031|MI059
21058|49096|MI059|MI031|MI023
21036|49073|MI059|MI031|MI023
21033|49070|MI023|MI031|MI062
21046|49083|MI023|MI031|MI062
21043|49080|MI023|MI031|MI062
21024|49060|MI023|MI031|MI062
21015|49048|MI023|MI031|MI062
21016|49050|MI023|MI031|MI059
21019|49053|MI023|MI031|MI062
21013|49046|MI023|MI031|MI062
21009|49041|MI023|MI031|MI062
21005|49037|MI023|MI031|MI059
21002|49034|MI023|MI031|IN054
21003|49035|MI023|MI031|MI062
20981|49012|MI023|MI031|MI062
20986|49017|MI023|MI031|MI059
20988|49019|MI023|MI031|MI062
20989|49020|MI023|MI031|MI059
20972|49003|MI023|MI031|MI062
20973|49004|MI023|MI031|MI062
20974|49005|MI023|MI031|MI062
20969|48980|MI059|MI031|MI039
20970|49001|MI023|MI031|MI062
20959|48918|MI059|MI031|MI039
20867|48811|MI059|MI031|MI033
20869|48813|MI059|MI031|MI023
20877|48822|MI059|MI031|MI039
20889|48835|MI059|MI031|MI039
20891|48837|MI059|MI031|MI039
20898|48845|MI059|MI031|MI033
20904|48851|MI059|MI031|MI062
20913|48860|MI059|MI031|MI033
20914|48861|MI059|MI031|MI023
20923|48873|MI059|MI031|MI039
20928|48878|MI033|MI031|MI059
20925|48875|MI059|MI031|MI023
20926|48876|MI059|MI031|MI023
20940|48890|MI059|MI031|MI023
20943|48893|MI033|MI031|MI059
20944|48894|MI059|MI031|MI039
20946|48896|MI033|MI031|MI059
20955|48913|MI059|MI031|MI039
21236|49451|MI053|MI031|MI062
21209|49419|MI062|MI031|MI023
21216|49426|MI062|MI031|MI053
21217|49427|MI062|MI031|MI053
21244|49459|MI053|MI031|MI062
21248|49464|MI062|MI031|MI053
21203|49412|MI053|MI031|MI062
21204|49413|MI053|MI031|MI062
21188|49349|MI053|MI031|MI062
21193|49401|MI062|MI031|MI053
21211|49421|MI053|MI031|MI062
21212|49422|MI062|MI031|MI053
21213|49423|MI062|MI031|MI053
21167|49327|MI053|MI031|MI062
21168|49328|MI062|MI031|MI023
21176|49337|MI053|MI031|MI062
21177|49338|MI053|MI031|MI063
21183|49344|MI023|MI031|MI062
21164|49323|MI062|MI031|MI023
21159|49318|MI053|MI031|MI062
21150|49307|MI053|MI031|MI062
21151|49309|MI053|MI031|MI062
21154|49312|MI053|MI031|MI062
21155|49314|MI062|MI031|MI023
21146|49303|MI053|MI031|MI062
21238|49453|MI062|MI031|MI023
21281|49612|MI063|MI033|MI043
21300|49632|MI063|MI033|MI053
21301|49633|MI063|MI033|MI053
21313|49646|MI063|MI033|MI053
21317|49651|MI063|MI033|MI053
21322|49657|MI063|MI033|MI053
21323|49659|MI063|MI033|MI043
21327|49665|MI063|MI033|MI053
21337|49679|MI063|MI033|MI031
21338|49680|MI063|MI033|MI053
21329|49667|MI063|MI033|MI053
21335|49676|MI063|MI033|MI043
21346|49690|MI063|MI033|MI053
21373|49733|MI063|MI033|MI043
21378|49738|MI063|MI033|MI039
21379|49739|MI063|MI033|MI039
21392|49756|MI063|MI033|MI043
21422|49797|MI063|MI033|MI043
21148|49305|MI031|MI033|MI053
21152|49310|MI031|MI033|MI059
21179|49340|MI031|MI033|MI053
20941|48891|MI031|MI033|MI059
20924|48874|MI059|MI033|MI039
20921|48871|MI059|MI033|MI031
20909|48856|MI059|MI033|MI031
20906|48853|MI059|MI033|MI031
20887|48833|MI059|MI033|MI039
20868|48812|MI031|MI033|MI059
20849|48760|MI039|MI033|MI056
20836|48744|MI039|MI033|MI056
20863|48806|MI059|MI033|MI039
20864|48807|MI059|MI033|MI039
20795|48656|MI063|MI033|MI039
20820|48727|MI039|MI033|MI056
20821|48728|MI063|MI033|MI043
20838|48746|MI039|MI033|MI048
20939|48889|MI059|MI033|MI031
20761|48616|MI039|MI033|MI059
20726|48501|MI039|MI033|MI048
20744|48556|MI039|MI033|MI048
20729|48504|MI039|MI033|MI048
20730|48505|MI039|MI033|MI048
20731|48506|MI039|MI033|MI048
20736|48531|MI039|MI033|MI048
20737|48532|MI039|MI033|MI048
20738|48550|MI039|MI033|MI048
20764|48619|MI063|MI033|MI043
20766|48621|MI063|MI033|MI039
20772|48627|MI063|MI033|MI053
20774|48629|MI063|MI033|MI039
20775|48630|MI063|MI033|MI039
20781|48636|MI063|MI033|MI039
20787|48647|MI063|MI033|MI039
20788|48649|MI039|MI033|MI059
20790|48651|MI063|MI033|MI039
20792|48653|MI063|MI033|MI039
20677|48420|MI039|MI033|MI048
20678|48421|MI039|MI033|MI060
20682|48427|MI056|MI033|MI039
20687|48433|MI039|MI033|MI048
20689|48435|MI039|MI033|MI056
20691|48437|MI039|MI033|MI048
20703|48453|MI039|MI033|MI056
20707|48457|MI039|MI033|MI059
20708|48458|MI039|MI033|MI048
20709|48460|MI039|MI033|MI059
20712|48463|MI039|MI033|MI048
20713|48464|MI039|MI033|MI060
20714|48465|MI033|MI039|MI056
20715|48466|MI056|MI039|MI060
20716|48467|MI033|MI039|MI056
20717|48468|MI033|MI039|MI056
20719|48470|MI033|MI039|MI056
20720|48471|MI056|MI039|MI033
20721|48472|MI033|MI039|MI056
20695|48441|MI033|MI039|MI056
20698|48445|MI033|MI039|MI056
20681|48426|MI033|MI039|MI056
20686|48432|MI033|MI039|MI056
20676|48419|MI056|MI039|MI060
20670|48413|MI033|MI039|MI056
20667|48410|MI033|MI039|MI056
20672|48415|MI033|MI039|MI059
20673|48416|MI056|MI039|MI060
20674|48417|MI033|MI039|MI059
20791|48652|MI033|MI039|MI059
20789|48650|MI033|MI039|MI059
20779|48634|MI033|MI039|MI059
20800|48662|MI033|MI039|MI059
20801|48663|MI033|MI039|MI059
20802|48667|MI033|MI039|MI059
20803|48670|MI033|MI039|MI059
20804|48674|MI033|MI039|MI059
20805|48686|MI033|MI039|MI059
20806|48701|MI033|MI039|MI056
20807|48703|MI033|MI039|MI059
20782|48637|MI033|MI039|MI059
20783|48638|MI033|MI039|MI059
20784|48640|MI033|MI039|MI059
20785|48641|MI033|MI039|MI059
20786|48642|MI033|MI039|MI059
20776|48631|MI033|MI039|MI059
20773|48628|MI033|MI039|MI059
20768|48623|MI033|MI039|MI059
20765|48620|MI033|MI039|MI059
20706|48456|MI033|MI039|MI056
20723|48475|MI033|MI039|MI056
20763|48618|MI033|MI039|MI059
20746|48601|MI033|MI039|MI059
20747|48602|MI033|MI039|MI059
20748|48603|MI033|MI039|MI059
20749|48604|MI033|MI039|MI059
20750|48605|MI033|MI039|MI059
20751|48606|MI033|MI039|MI059
20752|48607|MI033|MI039|MI059
20753|48608|MI033|MI039|MI059
20754|48609|MI033|MI039|MI059
20755|48610|MI033|MI039|MI063
20756|48611|MI033|MI039|MI059
20757|48612|MI033|MI039|MI059
20758|48613|MI033|MI039|MI059
20759|48614|MI033|MI039|MI059
20760|48615|MI033|MI039|MI059
20640|48350|MI048|MI039|MI007
20641|48353|MI048|MI039|MI007
20960|48919|MI059|MI039|MI058
20961|48922|MI059|MI039|MI058
20962|48924|MI059|MI039|MI058
20963|48929|MI059|MI039|MI058
20964|48930|MI059|MI039|MI058
20965|48933|MI059|MI039|MI058
20966|48937|MI059|MI039|MI058
20967|48951|MI059|MI039|MI031
20968|48956|MI059|MI039|MI058
20839|48747|MI033|MI039|MI059
20840|48748|MI033|MI039|MI063
20841|48749|MI033|MI039|MI059
20842|48750|MI033|MI039|MI056
20843|48754|MI033|MI039|MI056
20844|48755|MI033|MI039|MI056
20845|48756|MI033|MI039|MI063
20846|48757|MI033|MI039|MI059
20847|48758|MI033|MI039|MI048
20848|48759|MI033|MI039|MI056
20815|48722|MI033|MI039|MI059
20816|48723|MI033|MI039|MI056
20817|48724|MI033|MI039|MI059
20818|48725|MI033|MI039|MI056
20819|48726|MI033|MI039|MI056
20771|48626|MI033|MI039|MI059
20794|48655|MI033|MI039|MI059
20830|48738|MI033|MI039|MI063
20822|48729|MI033|MI039|MI056
20823|48730|MI033|MI039|MI056
20824|48731|MI033|MI039|MI056
20825|48732|MI033|MI039|MI059
20826|48733|MI033|MI039|MI056
20827|48734|MI033|MI039|MI059
20828|48735|MI033|MI039|MI056
20796|48657|MI033|MI039|MI059
20797|48658|MI033|MI039|MI059
20798|48659|MI033|MI039|MI063
20809|48706|MI033|MI039|MI059
20810|48707|MI033|MI039|MI059
20811|48708|MI033|MI039|MI059
20812|48710|MI033|MI039|MI059
20813|48720|MI033|MI039|MI056
20865|48808|MI059|MI039|MI048
20833|48741|MI033|MI039|MI056
20852|48763|MI033|MI039|MI059
20853|48764|MI033|MI039|MI059
20854|48765|MI033|MI039|MI063
20855|48766|MI033|MI039|MI063
20856|48767|MI033|MI039|MI056
20857|48768|MI033|MI039|MI048
20858|48770|MI033|MI039|MI063
20859|48787|MI033|MI039|MI059
20878|48823|MI059|MI039|MI058
20879|48824|MI059|MI039|MI058
20880|48825|MI059|MI039|MI058
20881|48826|MI059|MI039|MI058
20885|48831|MI059|MI039|MI033
20862|48805|MI059|MI039|MI058
20875|48820|MI059|MI039|MI031
20893|48840|MI059|MI039|MI048
20894|48841|MI059|MI039|MI033
20901|48848|MI059|MI039|MI033
20922|48872|MI059|MI039|MI048
20916|48864|MI059|MI039|MI058
20918|48866|MI059|MI039|MI033
20929|48879|MI059|MI039|MI033
20932|48882|MI059|MI039|MI048
20945|48895|MI059|MI039|MI048
20956|48915|MI059|MI039|MI058
20957|48916|MI059|MI039|MI058
20958|48917|MI059|MI039|MI031
20948|48901|MI059|MI039|MI058
20949|48906|MI059|MI039|MI058
20950|48908|MI059|MI039|MI031
20951|48909|MI059|MI039|MI058
20952|48910|MI059|MI039|MI058
20953|48911|MI059|MI039|MI058
20954|48912|MI059|MI039|MI058
21423|49799|MI063|MI043|MI033
21418|49792|MI063|MI043|MI033
21420|49795|MI063|MI043|MI033
21421|49796|MI063|MI043|MI033
21398|49764|MI063|MI043|MI033
21411|49782|MI063|MI043|WI043
21387|49749|MI063|MI043|MI033
21388|49751|MI063|MI043|MI033
21390|49753|MI063|MI043|MI033
21403|49770|MI063|MI043|MI033
21380|49740|MI063|MI043|MI033
